description,manufacturer,model,payment,price,release_year,body,color,doors,drive,engine_volume,fuel,seats,transmission,title,user_id
"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Nissan,Xterra,DAILY,13826,2005,JEEP,BLUE,4,FRONT,2.7,GAS,3,MT,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Audi,S5,HOUR,9755,2009,SEDAN,WHITE,2,ALL,2.9,GAS,3,AMT,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",13
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Dodge,Viper,DAILY,8960,2004,COUPE,WHITE,3,FRONT,3.0,PETROL,4,AT,Nullam porttitor lacus at turpis.,8
"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Ford,Thunderbird,DAILY,17045,1958,PICKUP,BROWN,4,FRONT,1.4,DIESEL,6,AMT,Phasellus in felis.,5
"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Land Rover,Defender 110,HOUR,15262,1993,COUPE,BLUE,4,BACK,1.5,GAS,3,AT,Etiam justo.,18
"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Chevrolet,Suburban 1500,HOUR,21856,1992,WAGON,ORANGE,4,BACK,1.2,GAS,2,CVT,In blandit ultrices enim.,4
"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Ford,Explorer,DAILY,20543,2005,VAN,BLUE,4,FRONT,2.2,PETROL,5,AT,Maecenas pulvinar lobortis est.,9
Aenean lectus.,Mercury,Cougar,HOUR,17436,1990,HATCHBACK,PURPLE,4,ALL,1.9,GAS,6,MT,Pellentesque at nulla.,5
Fusce consequat. Nulla nisl. Nunc nisl.,MINI,Cooper,DAILY,15493,2012,PICKUP,GOLD,3,FRONT,3.5,PETROL,4,AT,Aliquam sit amet diam in magna bibendum imperdiet.,11
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Buick,LaCrosse,DAILY,11622,2012,PICKUP,PURPLE,3,BACK,1.7,DIESEL,2,CVT,In sagittis dui vel nisl.,17
"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Honda,Accord,HOUR,14761,2007,COUPE,GREEN,4,BACK,2.2,PETROL,2,AT,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",18
Praesent blandit.,Dodge,Ram 2500 Club,HOUR,11177,1999,SUV,PURPLE,4,ALL,1.9,ELECTRIC,2,CVT,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",20
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",Mercedes-Benz,CL-Class,DAILY,14686,2005,HATCHBACK,BLUE,2,FRONT,3.1,GAS,2,MT,Phasellus sit amet erat.,10
Morbi porttitor lorem id ligula.,Mercedes-Benz,S-Class,DAILY,11802,1992,HATCHBACK,PURPLE,3,FRONT,2.3,PETROL,3,AT,Pellentesque ultrices mattis odio.,20
Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Dodge,Viper,HOUR,22914,2006,SUV,GRAY,3,ALL,3.4,PETROL,4,AMT,Suspendisse ornare consequat lectus.,9
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Honda,del Sol,DAILY,5128,1997,VAN,YELLOW,3,FRONT,3.9,GAS,6,MT,Mauris sit amet eros.,15
"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Nissan,Pathfinder,DAILY,15438,2002,COUPE,GOLD,2,FRONT,3.8,DIESEL,3,CVT,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",10
"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",Chevrolet,Corvette,HOUR,7830,1963,SEDAN,WHITE,4,FRONT,2.0,ELECTRIC,2,AMT,Aliquam quis turpis eget elit sodales scelerisque.,10
In hac habitasse platea dictumst.,Jaguar,X-Type,HOUR,17371,2002,WAGON,RED,4,FRONT,2.7,GAS,3,MT,Curabitur gravida nisi at nibh.,20
Proin eu mi. Nulla ac enim.,Ford,Expedition,DAILY,19265,1999,WAGON,ORANGE,3,ALL,1.6,GAS,4,AMT,Nullam varius.,8
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Ford,Taurus,DAILY,7754,2000,COUPE,GREEN,4,FRONT,1.1,ELECTRIC,6,AT,Phasellus id sapien in sapien iaculis congue.,12
"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",MINI,Cooper Clubman,HOUR,21501,2012,CONVERTIBLE,BROWN,4,BACK,1.0,GAS,2,AMT,Aenean sit amet justo.,10
Integer ac leo. Pellentesque ultrices mattis odio.,Mazda,Navajo,DAILY,10884,1994,WAGON,PURPLE,3,ALL,1.6,PETROL,2,CVT,Morbi non quam nec dui luctus rutrum.,1
Duis at velit eu est congue elementum.,Toyota,4Runner,HOUR,11941,1995,SUV,GOLD,2,FRONT,2.7,DIESEL,6,AMT,Phasellus id sapien in sapien iaculis congue.,18
"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Volkswagen,Routan,HOUR,13411,2010,VAN,GREEN,4,FRONT,3.0,DIESEL,5,CVT,Integer ac neque.,8
"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Mercedes-Benz,SL-Class,DAILY,21687,2012,COUPE,ORANGE,3,BACK,2.6,PETROL,6,AT,Etiam pretium iaculis justo.,10
Fusce consequat. Nulla nisl.,Chevrolet,1500,HOUR,10055,1995,HATCHBACK,PURPLE,4,BACK,3.7,PETROL,2,CVT,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",16
"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Mitsubishi,Eclipse,HOUR,9818,2006,JEEP,GRAY,4,BACK,2.5,GAS,2,CVT,Sed sagittis.,1
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",Kia,Rio,HOUR,16774,2010,WAGON,GOLD,2,FRONT,1.2,ELECTRIC,6,MT,Integer non velit.,12
"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Chevrolet,Corvette,DAILY,11321,1960,JEEP,SILVER,4,FRONT,2.6,GAS,2,CVT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,15
"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Chevrolet,Corsica,HOUR,13316,1994,VAN,BROWN,2,BACK,1.2,ELECTRIC,4,CVT,Nullam sit amet turpis elementum ligula vehicula consequat.,20
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,Mitsubishi,Eclipse,HOUR,24815,2010,PICKUP,SILVER,4,ALL,2.2,DIESEL,6,MT,Proin eu mi.,6
Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Lincoln,Continental,HOUR,6167,1995,COUPE,GOLD,3,BACK,1.5,GAS,6,CVT,Maecenas rhoncus aliquam lacus.,16
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,BMW,1 Series,HOUR,6322,2011,WAGON,RED,4,BACK,3.3,GAS,4,AMT,Aliquam quis turpis eget elit sodales scelerisque.,13
Etiam vel augue.,Chrysler,Fifth Ave,HOUR,22026,1993,SUV,GREEN,4,ALL,2.9,PETROL,5,AT,Etiam justo.,18
Nam nulla.,Land Rover,Range Rover Sport,HOUR,17042,2006,SEDAN,ORANGE,4,ALL,3.4,GAS,6,MT,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",19
Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Audi,A8,HOUR,23928,2009,JEEP,PURPLE,3,FRONT,3.2,GAS,6,MT,Aenean fermentum.,17
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Chevrolet,Venture,DAILY,18917,2003,PICKUP,GOLD,3,BACK,3.6,GAS,4,AT,Duis aliquam convallis nunc.,14
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Dodge,Ram 2500,DAILY,10232,1997,COUPE,SILVER,2,FRONT,2.3,PETROL,5,AT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1
Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Jeep,Grand Cherokee,HOUR,5020,2004,VAN,GRAY,4,ALL,3.2,ELECTRIC,4,AMT,Nulla suscipit ligula in lacus.,5
Suspendisse potenti.,Chevrolet,Tahoe,HOUR,14433,2009,WAGON,ORANGE,2,BACK,1.8,GAS,6,AMT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",13
"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Lexus,GS,DAILY,15321,1997,VAN,WHITE,2,FRONT,3.9,PETROL,3,CVT,Donec ut mauris eget massa tempor convallis.,11
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",GMC,Yukon XL 1500,DAILY,9904,2000,VAN,GRAY,2,ALL,2.3,PETROL,2,CVT,In congue.,2
Aliquam erat volutpat. In congue.,Acura,RL,HOUR,5411,2007,VAN,PURPLE,3,FRONT,3.2,ELECTRIC,5,MT,Nullam porttitor lacus at turpis.,13
In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Chrysler,Sebring,HOUR,21495,2006,VAN,PURPLE,3,FRONT,1.5,PETROL,2,MT,Sed sagittis.,12
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Lincoln,Aviator,HOUR,24649,2005,SUV,BLACK,2,BACK,2.4,GAS,3,AMT,Proin interdum mauris non ligula pellentesque ultrices.,14
"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Suzuki,Sidekick,DAILY,19868,1989,SEDAN,TAN,2,BACK,3.7,PETROL,6,AMT,Etiam faucibus cursus urna.,18
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,Dodge,Ram 1500,HOUR,24803,2003,WAGON,PURPLE,3,ALL,3.5,ELECTRIC,5,AMT,Fusce consequat.,3
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",Toyota,Echo,DAILY,11463,2002,COUPE,BROWN,4,FRONT,3.4,DIESEL,5,CVT,Pellentesque at nulla.,17
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Saab,9-7X,DAILY,10690,2007,PICKUP,BLACK,3,BACK,2.8,DIESEL,2,MT,Duis aliquam convallis nunc.,14
"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",Ford,F250,DAILY,14057,2005,COUPE,BLACK,4,BACK,2.7,ELECTRIC,2,CVT,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",5
"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Ford,Econoline E350,HOUR,5051,2001,SUV,GOLD,3,BACK,1.4,PETROL,3,AMT,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",6
Nulla nisl.,Pontiac,Grand Am,HOUR,5123,1993,HATCHBACK,YELLOW,3,BACK,3.8,GAS,5,MT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,7
"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Plymouth,Grand Voyager,DAILY,23629,1992,SUV,GRAY,4,ALL,1.3,PETROL,2,AT,Etiam vel augue.,17
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,Pontiac,Firebird,DAILY,17700,1989,HATCHBACK,BLACK,4,ALL,3.8,GAS,6,AMT,Pellentesque at nulla.,20
Aenean sit amet justo.,Ferrari,458 Italia,HOUR,17047,2011,SUV,YELLOW,4,ALL,2.4,DIESEL,5,MT,Aenean sit amet justo.,18
"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Chevrolet,Express 2500,DAILY,14297,1996,JEEP,BLUE,4,BACK,3.6,DIESEL,2,MT,Morbi non lectus.,18
Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,Honda,Accord,DAILY,7692,2000,JEEP,WHITE,3,BACK,3.4,PETROL,4,AMT,Mauris ullamcorper purus sit amet nulla.,12
Praesent lectus.,Lexus,LS,HOUR,6474,1997,VAN,SILVER,3,ALL,2.4,ELECTRIC,4,MT,Morbi vel lectus in quam fringilla rhoncus.,9
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,Cadillac,STS,DAILY,18481,2007,VAN,GOLD,4,FRONT,2.4,DIESEL,6,MT,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",8
"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Kia,Mentor,HOUR,14041,1997,WAGON,WHITE,2,BACK,1.5,PETROL,6,AMT,Aliquam erat volutpat.,5
"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Honda,Prelude,HOUR,23025,1984,SEDAN,RED,3,BACK,2.0,GAS,2,CVT,Quisque id justo sit amet sapien dignissim vestibulum.,15
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Pontiac,Trans Sport,HOUR,21644,1998,PICKUP,BLUE,4,ALL,3.2,DIESEL,3,CVT,Integer non velit.,15
Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,Oldsmobile,88,HOUR,6736,1998,CONVERTIBLE,SILVER,2,FRONT,3.0,GAS,2,AT,Duis ac nibh.,17
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",Chevrolet,Blazer,DAILY,16564,1999,JEEP,GOLD,2,FRONT,3.6,ELECTRIC,3,AT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",16
Aenean sit amet justo.,Nissan,Murano,DAILY,19308,2004,COUPE,TAN,4,FRONT,3.8,PETROL,2,AMT,Curabitur in libero ut massa volutpat convallis.,11
Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,Ford,Expedition,DAILY,21063,1998,JEEP,PURPLE,3,BACK,2.0,DIESEL,2,AMT,Nulla tellus.,15
Fusce posuere felis sed lacus.,BMW,3 Series,HOUR,19275,1996,VAN,BLUE,3,BACK,2.1,PETROL,3,AMT,Maecenas pulvinar lobortis est.,19
"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",Acura,RL,HOUR,5051,2001,SUV,PURPLE,2,FRONT,3.9,PETROL,6,AT,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",18
Donec dapibus. Duis at velit eu est congue elementum.,Dodge,Dakota,DAILY,11148,1993,HATCHBACK,TAN,4,BACK,1.3,PETROL,6,AMT,Nulla facilisi.,19
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Infiniti,G,DAILY,15878,1993,WAGON,YELLOW,3,ALL,1.3,GAS,5,AT,Sed vel enim sit amet nunc viverra dapibus.,9
Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Plymouth,Sundance,HOUR,17560,1992,HATCHBACK,BLACK,2,BACK,1.5,DIESEL,3,AT,Aenean lectus.,9
Duis at velit eu est congue elementum.,Kia,Sorento,DAILY,19811,2011,SUV,GOLD,2,ALL,3.5,PETROL,6,AT,Mauris ullamcorper purus sit amet nulla.,5
Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Pontiac,LeMans,DAILY,11345,1993,COUPE,WHITE,2,FRONT,1.7,DIESEL,5,MT,Nulla ac enim.,7
"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Kia,Sportage,DAILY,6622,2006,PICKUP,BROWN,4,BACK,1.3,GAS,2,AMT,Praesent lectus.,16
Proin interdum mauris non ligula pellentesque ultrices.,Maserati,Spyder,DAILY,14968,1989,COUPE,BLACK,3,BACK,2.3,ELECTRIC,4,CVT,Donec semper sapien a libero.,4
Nunc purus. Phasellus in felis. Donec semper sapien a libero.,Audi,A6,HOUR,17467,2002,COUPE,BROWN,2,BACK,2.7,DIESEL,6,CVT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",8
"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Chevrolet,Uplander,DAILY,11906,2007,HATCHBACK,TAN,2,ALL,1.7,GAS,4,MT,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",14
"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",GMC,Acadia,DAILY,14294,2008,HATCHBACK,ORANGE,4,ALL,1.4,GAS,4,CVT,Cras pellentesque volutpat dui.,2
"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Dodge,Durango,HOUR,5006,2005,SEDAN,BLACK,3,BACK,3.1,GAS,6,AT,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",5
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",Buick,Riviera,HOUR,23425,1996,SEDAN,GOLD,3,FRONT,2.6,GAS,3,AT,Suspendisse potenti.,3
Praesent blandit. Nam nulla.,Mercury,Cougar,HOUR,13885,1968,CONVERTIBLE,ORANGE,4,FRONT,2.3,DIESEL,6,MT,Maecenas ut massa quis augue luctus tincidunt.,13
Ut tellus.,Ford,Econoline E250,DAILY,11122,1995,JEEP,RED,3,FRONT,1.1,ELECTRIC,2,MT,Nulla facilisi.,2
Pellentesque ultrices mattis odio. Donec vitae nisi.,Hyundai,Veracruz,DAILY,5369,2012,PICKUP,GOLD,4,ALL,4.0,DIESEL,4,AT,Duis at velit eu est congue elementum.,9
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Chevrolet,Corvette,DAILY,23934,1956,SEDAN,PURPLE,4,BACK,2.9,DIESEL,3,MT,Praesent blandit.,17
"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",Mitsubishi,Lancer,DAILY,6026,2007,SUV,GRAY,3,FRONT,3.6,GAS,2,CVT,Aliquam sit amet diam in magna bibendum imperdiet.,7
Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Ford,Escape,HOUR,9969,2005,SUV,BLUE,2,FRONT,3.8,DIESEL,5,MT,Aliquam erat volutpat.,5
"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Plymouth,Colt,HOUR,10141,1993,HATCHBACK,GREEN,4,FRONT,1.0,PETROL,2,AT,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",9
"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Cadillac,Escalade ESV,DAILY,9276,2010,SUV,RED,3,FRONT,3.2,PETROL,2,CVT,Etiam pretium iaculis justo.,1
"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Nissan,Pathfinder,DAILY,5702,2009,PICKUP,BLUE,3,BACK,3.5,GAS,2,CVT,Integer tincidunt ante vel ipsum.,11
In quis justo. Maecenas rhoncus aliquam lacus.,Honda,Accord Crosstour,DAILY,22339,2011,CONVERTIBLE,GRAY,4,ALL,4.0,PETROL,2,AMT,Mauris lacinia sapien quis libero.,11
"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",Mazda,MX-5,HOUR,22034,1999,VAN,SILVER,4,ALL,2.0,GAS,3,MT,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",Dodge,Ram 2500 Club,HOUR,5441,1999,COUPE,RED,2,ALL,2.8,DIESEL,4,CVT,Nulla ut erat id mauris vulputate elementum.,6
In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,BMW,525,DAILY,22344,2001,HATCHBACK,YELLOW,2,BACK,3.3,DIESEL,4,AMT,In hac habitasse platea dictumst.,4
Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,Mazda,Mazda2,HOUR,22273,2011,VAN,TAN,4,ALL,2.8,DIESEL,5,AT,Pellentesque viverra pede ac diam.,13
"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Mazda,Mazda6 5-Door,DAILY,9753,2006,COUPE,GOLD,2,BACK,3.1,DIESEL,4,MT,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",15
Vivamus vel nulla eget eros elementum pellentesque.,Mercedes-Benz,M-Class,HOUR,23615,2001,COUPE,PURPLE,4,FRONT,3.7,DIESEL,5,AMT,Proin risus.,6
"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Pontiac,Firebird Trans Am,DAILY,9846,1986,COUPE,ORANGE,3,FRONT,2.8,ELECTRIC,2,CVT,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",9
"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Mitsubishi,Cordia,HOUR,7504,1987,SEDAN,BROWN,3,FRONT,1.0,ELECTRIC,3,AT,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",7
"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Lexus,LS,DAILY,22323,2007,COUPE,BROWN,2,BACK,3.2,PETROL,5,CVT,Duis ac nibh.,3
"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Mazda,MX-6,DAILY,5627,1995,JEEP,SILVER,3,BACK,1.8,PETROL,6,AMT,Pellentesque at nulla.,6
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,Mitsubishi,Mighty Max Macro,DAILY,18593,1994,PICKUP,ORANGE,4,BACK,3.7,ELECTRIC,6,CVT,Aenean auctor gravida sem.,17
Morbi a ipsum. Integer a nibh.,Toyota,Tercel,HOUR,10263,1998,VAN,GREEN,4,ALL,3.9,PETROL,5,MT,Vestibulum sed magna at nunc commodo placerat.,2
